ADDRESS_ENGNM,ADDRESS_CHTNM,BLDG_ENGNM,BLDG_CHTNM,OS_STATUS,OS_STATUS_CHTNM,OS_TYPE,OS_TYPE_CHTNM,BEACH,BEACH_CHTNM,AMENITY_AREA,AMENITY_AREA_CHTNM,INDOOR_FACILITIES,INDOOR_FACILITIES_CHTNM,OS_AREA,OS_AREA_CHTNM,REMARK,REMARK_CHTNM,LAST_UPDATE,OBJECTID_1,GeometryLongitude,GeometryLatitude
Wong Tai Sin,黃大仙 / 黄大仙,Tung Wui Estate,東匯邨 / 东汇邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,5990,5990,The LOS area is the minimum area derived from the approved Planning Brief as at completion of the development.,鄰舍休憩用地面積節錄自發展項目竣工時的核准規劃大綱內的最少面積。 / 邻舍休憩用地面积节录自发展项目竣工时的核准规划大纲内的最少面积。,03/2024,168,114.19380000000001,22.332400000000064
Wong Tai Sin,黃大仙 / 黄大仙,Upper Wong Tai Sin Estate,黃大仙上邨 / 黄大仙上邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,23400,23400,-,-,03/2024,169,114.19270000000006,22.342700000000036
Wong Tai Sin,黃大仙 / 黄大仙,Lower Wong Tai Sin (II) Estate,黃大仙下(二)邨 / 黄大仙下(二)邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,46000,46000,-,-,03/2024,170,114.1912000000001,22.339900000000057
Wong Tai Sin,黃大仙 / 黄大仙,Wang Tau Hom Estate,橫頭磡邨 / 横头磡邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,54300,54300,-,-,03/2024,171,114.18600000000004,22.340900000000033
Yau Tsim Mong,油尖旺 / 油尖旺,Hoi Fu Court,海富苑 / 海富苑,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,16200,16200,-,-,03/2024,172,114.16470000000004,22.316100000000063
Yuen Long,元朗 / 元朗,Grandeur Terrace,俊宏軒 / 俊宏轩,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,17000,17000,-,-,03/2024,173,114.00240000000008,22.468800000000044
Yuen Long,元朗 / 元朗,Hung Fuk Estate,洪福邨 / 洪福邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,12600,12600,The LOS area is the minimum area derived from the approved Planning Brief as at completion of the development.,鄰舍休憩用地面積節錄自發展項目竣工時的核准規劃大綱內的最少面積。 / 邻舍休憩用地面积节录自发展项目竣工时的核准规划大纲内的最少面积。,03/2024,174,113.9978000000001,22.43780000000004
Yuen Long,元朗 / 元朗,Long Ching Estate,朗晴邨 / 朗晴邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,1100,1100,The LOS area is the minimum area derived from the approved Planning Brief as at completion of the development.,鄰舍休憩用地面積節錄自發展項目竣工時的核准規劃大綱內的最少面積。 / 邻舍休憩用地面积节录自发展项目竣工时的核准规划大纲内的最少面积。,03/2024,175,114.0286000000001,22.44650000000007
Yuen Long,元朗 / 元朗,Long Shin Estate,朗善邨 / 朗善邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,3500,3500,The LOS area is the minimum area derived from the approved Planning Brief as at completion of the development.,鄰舍休憩用地面積節錄自發展項目竣工時的核准規劃大綱內的最少面積。 / 邻舍休憩用地面积节录自发展项目竣工时的核准规划大纲内的最少面积。,03/2024,176,114.04500000000007,22.442300000000046
Yuen Long,元朗 / 元朗,Shui Pin Wai Estate,水邊圍邨 / 水边围邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,19000,19000,-,-,03/2024,177,114.02030000000002,22.446000000000026
Yuen Long,元朗 / 元朗,Tin Chak Estate,天澤邨 / 天泽邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,16300,16300,-,-,03/2024,178,113.99750000000006,22.467300000000023
Yuen Long,元朗 / 元朗,Tin Ching Estate,天晴邨 / 天晴邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,31700,31700,-,-,03/2024,179,114.00350000000003,22.462900000000047
Yuen Long,元朗 / 元朗,Tin Heng Estate,天恒邨 / 天恒邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,33200,33200,-,-,03/2024,180,113.99890000000005,22.470600000000047
Yuen Long,元朗 / 元朗,"Tin Shui (I) Estate, Tin Shui (II) Estate","天瑞(一), (二)邨 / 天瑞(一), (二)邨",Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,55900,55900,-,-,03/2024,181,113.99868400000003,22.455341000000033
Yuen Long,元朗 / 元朗,Tin Tsz Estate,天慈邨 / 天慈邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,22800,22800,-,-,03/2024,182,114.00740000000008,22.452600000000075
Yuen Long,元朗 / 元朗,Tin Wah Estate,天華邨 / 天华邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,16200,16200,-,-,03/2024,183,113.9955000000001,22.46070000000003
Yuen Long,元朗 / 元朗,Tin Yan Estate,天恩邨 / 天恩邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,16200,16200,-,-,03/2024,184,113.9960000000001,22.46440000000007
Yuen Long,元朗 / 元朗,Tin Yat Estate,天逸邨 / 天逸邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,18700,18700,-,-,03/2024,185,114.00020000000006,22.46670000000006
Yuen Long,元朗 / 元朗,"Tin Yiu (I) Estate, Tin Yiu (II) Estate","天耀(一), (二)邨 / 天耀(一), (二)邨",Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,62600,62600,-,-,03/2024,186,114.00462300000004,22.451112000000023
Yuen Long,元朗 / 元朗,Tin Yuet Estate,天悅邨 / 天悦邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,17800,17800,-,-,03/2024,187,113.99940000000004,22.46270000000004
Eastern,東區 / 东区,Fung Wah Estate,峰華邨 / 峰华邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,6300,6300,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,188,114.2315000000001,22.261100000000056
Eastern,東區 / 东区,Tsui Wan Estate,翠灣邨 / 翠湾邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,21700,21700,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,189,114.24060000000009,22.268200000000036
Wong Tai Sin,黃大仙 / 黄大仙,Chuk Yuen (North) Estate,竹園北邨 / 竹园北邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,44600,44600,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,190,114.19290000000001,22.345800000000054
Wong Tai Sin,黃大仙 / 黄大仙,Fung Tak Estate,鳳德邨 / 凤德邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,29400,29400,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,191,114.20120000000009,22.344900000000052
Wong Tai Sin,黃大仙 / 黄大仙,Tung Tau (II) Estate,東頭(二)邨 / 东头(二)邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,58600,58600,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,192,114.19340000000011,22.33310000000006
Wong Tai Sin,黃大仙 / 黄大仙,Lower Wong Tai Sin (I) Estate,黃大仙下(一)邨 / 黄大仙下(一)邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,30500,30500,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,193,114.1948000000001,22.339200000000062
Southern,南區 / 南区,Lei Tung Estate,利東邨 / 利东邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,28800,28800,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,194,114.15700000000004,22.240800000000036
Southern,南區 / 南区,Wah Kwai Estate,華貴邨 / 华贵邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,19600,19600,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,195,114.14020000000005,22.25010000000003
Sham Shui Po,深水埗 / 深水埗,Lei Cheng Uk Estate,李鄭屋邨 / 李郑屋邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,26700,26700,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,196,114.16010000000006,22.339200000000062
Sham Shui Po,深水埗 / 深水埗,Nam Cheong Estate,南昌邨 / 南昌邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,17400,17400,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,197,114.15830000000005,22.326400000000035
Yuen Long,元朗 / 元朗,Long Ping Estate,朗屏邨 / 朗屏邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,50800,50800,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,198,114.02280000000007,22.449100000000044
Kwun Tong,觀塘 / 观塘,Choi Ha Estate,彩霞邨 / 彩霞邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,13000,13000,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,199,114.21820000000002,22.32600000000008
Kwun Tong,觀塘 / 观塘,Hing Tin Estate,興田邨 / 兴田邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,10800,10800,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,200,114.23880000000008,22.31290000000007
Kwun Tong,觀塘 / 观塘,Tak Tin Estate,德田邨 / 德田邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,27100,27100,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,201,114.23960000000011,22.309800000000052
Kwun Tong,觀塘 / 观塘,Tsui Ping (North) Estate,翠屏(北)邨 / 翠屏(北)邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,29900,29900,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,202,114.2292000000001,22.315600000000074
Kwai Tsing,葵青 / 葵青,Cheung Fat Estate,長發邨 / 长发邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,25600,25600,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,203,114.10350000000005,22.36310000000003
Kwai Tsing,葵青 / 葵青,Cheung On Estate,長安邨 / 长安邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,43200,43200,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,204,114.10430000000008,22.35990000000004
Kwai Tsing,葵青 / 葵青,Kwai Hing Estate,葵興邨 / 葵兴邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,10300,10300,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,205,114.13260000000002,22.366300000000024
Kwai Tsing,葵青 / 葵青,Tsing Yi Estate,青衣邨 / 青衣邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,27900,27900,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,206,114.10280000000012,22.35460000000006
Tuen Mun,屯門 / 屯门,Kin Sang Estate,建生邨 / 建生邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,23100,23100,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,207,113.96990000000005,22.406100000000038
Tuen Mun,屯門 / 屯门,Leung King Estate,良景邨 / 良景邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,80600,80600,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,208,113.96330000000012,22.40760000000006
Tuen Mun,屯門 / 屯门,Tin King Estate,田景邨 / 田景邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,25700,25700,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,209,113.96400000000006,22.40590000000003
Tuen Mun,屯門 / 屯门,Shan King Estate,山景邨 / 山景邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,40000,40000,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,210,113.96630000000005,22.398900000000026
Sha Tin,沙田 / 沙田,Heng On Estate,恆安邨 / 恒安邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,49100,49100,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,211,114.22910000000002,22.415800000000047
Sha Tin,沙田 / 沙田,Hin Keng Estate,顯徑邨 / 显径邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,47700,47700,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,212,114.17320000000007,22.364000000000033
Sha Tin,沙田 / 沙田,Kwong Yuen Estate,廣源邨 / 广源邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,27800,27800,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,213,114.2142,22.381200000000035
Sha Tin,沙田 / 沙田,Pok Hong Estate,博康邨 / 博康邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,35900,35900,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,214,114.19190000000003,22.374900000000025
Sha Tin,沙田 / 沙田,Yiu On Estate,耀安邨 / 耀安邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,41800,41800,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,215,114.23030000000006,22.418900000000065
Tai Po,大埔 / 大埔,Fu Heng Estate,富亨邨 / 富亨邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,45400,45400,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,216,114.17070000000001,22.456500000000062
Tai Po,大埔 / 大埔,Fu Shin Estate,富善邨 / 富善邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,42900,42900,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,217,114.17560000000003,22.45300000000003
Tai Po,大埔 / 大埔,Tai Wo Estate,太和邨 / 太和邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,47900,47900,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,218,114.16260000000011,22.452000000000055
Tai Po,大埔 / 大埔,Wan Tau Tong Estate,運頭塘邨 / 运头塘邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,19400,19400,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,219,114.16880000000003,22.442800000000034
North,北區 / 北区,Cheung Wah Estate,祥華邨 / 祥华邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,33400,33400,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,220,114.14190000000008,22.492200000000025
North,北區 / 北区,Tai Ping Estate,太平邨 / 太平邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,13900,13900,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,221,114.12670000000003,22.498000000000047
North,北區 / 北区,Tin Ping Estate,天平邨 / 天平邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,37400,37400,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,222,114.1323000000001,22.50350000000003
North,北區 / 北区,Wah Ming Estate,華明邨 / 华明邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,41200,41200,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,223,114.14020000000005,22.484500000000025
Sai Kung,西貢 / 西贡,King Lam Estate,景林邨 / 景林邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,48900,48900,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,224,114.26160000000004,22.319900000000075
Sai Kung,西貢 / 西贡,Po Lam Estate,寶林邨 / 宝林邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,39900,39900,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,225,114.25310000000002,22.325900000000047
Sai Kung,西貢 / 西贡,Tsui Lam Estate,翠林邨 / 翠林邨,Exist,現存 / 现存,Ancillary,附屬休憩用地 / 附属休憩用地,No,否 / 否,No,否 / 否,No,否 / 否,46300,46300,The estate has been sold and becomes private property. The LOS area is based on the information as at completion of the development and will not be further updated.,該屋邨已出售成為私人物業。鄰舍休憩用地面積為項目竣工時之資料，並不再更新。 / 该屋邨已出售成为私人物业。邻舍休憩用地面积为项目竣工时之资料，并不再更新。,03/2024,226,114.24830000000009,22.323500000000024
